re,f_re,R,F1,F2,F3,F4,delta_f,F4_pred,F4_act/pred,ulp_f,F1/ulp,F4/ulp
5.172413793103448,0.6133333333333333,0.7831560082980487,0.0,-5.551115123125783e-17,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-7.088134502331716e-17,1.5663120165960973,1.1102230246251565e-16,0.0,-1.0
5.413793103448276,0.6305732484076433,0.7940864237648464,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,-1.0,0.0
5.655172413793103,0.646341463414634,0.8039536450658297,0.0,-5.551115123125783e-17,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-6.90477014090936e-17,1.6079072901316596,1.1102230246251565e-16,0.0,-1.0
5.896551724137931,0.6608187134502923,0.8129075675931996,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.0,-1.1102230246251565e-16,-6.828716258062574e-17,-0.0,1.1102230246251565e-16,1.0,0.0
6.137931034482759,0.6741573033707866,0.82107082725596,0.0,5.551115123125783e-17,0.0,0.0,1.1102230246251565e-16,6.760823718067969e-17,0.0,1.1102230246251565e-16,0.0,0.0
6.379310344827586,0.6864864864864865,0.8285448005307176,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,1.0,0.0
6.620689655172415,0.6979166666666667,0.8354140689901426,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
6.862068965517242,0.7085427135678393,0.8417497927340637,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,-1.0,0.0
7.103448275862069,0.7184466019417476,0.8476122945909572,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
7.344827586206897,0.727699530516432,0.8530530643028205,0.0,5.551115123125783e-17,0.0,0.0,1.1102230246251565e-16,6.507350310806953e-17,0.0,1.1102230246251565e-16,0.0,0.0
7.586206896551724,0.7363636363636363,0.8581163303210331,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
7.827586206896552,0.7444933920704846,0.8628403050799636,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
8.06896551724138,0.7521367521367521,0.8672581807839879,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
8.310344827586206,0.7593360995850622,0.8713989325131528,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
8.551724137931036,0.7661290322580645,0.8752879710461378,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
8.793103448275861,0.7725490196078431,0.8789476774005623,0.0,-5.551115123125783e-17,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-6.315637740283801e-17,1.7578953548011247,1.1102230246251565e-16,0.0,-1.0
9.03448275862069,0.7786259541984732,0.8823978434915133,-1.1102230246251565e-16,-1.6653345369377348e-16,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,-1.0,0.0
9.275862068965518,0.7843866171003717,0.8856560376920443,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
9.517241379310345,0.7898550724637681,0.8887379098833177,0.0,-5.551115123125783e-17,0.0,0.0,0.0,0.0,N/A,1.1102230246251565e-16,0.0,0.0
